,Adj Close,log_returns,5d_return,omega,alpha[1],beta[1],h.1,h.2,h.3,h.4,h.5,5d_volaility,Quantiles
2021-06-15,15869.25,0.3623640247193394,1.8725865738426364,0.026700025115919186,0.09273120855977435,0.8764187360692995,0.43219608862655984,0.445562840477252,0.4585172272932208,0.4710719705586206,0.4832393992991151,2.290587526254768,3
2021-06-16,15767.549805,-0.6429256179148721,1.2209897489582178,0.026711231616085327,0.09240125474171723,0.8767681950408903,0.4538832107428743,0.4666009732373201,0.478926640116528,0.4908722999040537,0.5024496684276202,2.3927327924283963,3
2021-06-17,15691.400391,-0.48412017726685974,0.006696771215075725,0.026657019402629652,0.09248407286295564,0.8766935400761322,0.4526079275067934,0.46531449018097143,0.4776294062621922,0.48956474723333493,0.5011322125053611,2.386248783688653,3
2021-06-18,15683.349609,-0.051320135948152726,0.08356048380780841,0.026624109645105937,0.09280482077352821,0.8764123834188978,0.424010524554611,0.43758240480209004,0.4507365046311861,0.46348568449121064,0.47584240895089003,2.251657527429988,3
2021-06-21,15746.5,0.4018503223331066,-0.0327028157651435,0.026607550141303452,0.09354894360052175,0.8756190902341501,0.40617617756310187,0.42026051754061744,0.43391060962448524,0.44713984253106964,0.45996119217628495,2.167448339435559,3
2021-06-22,15772.75,0.16656491552922154,0.20721961414792053,0.026608825177546046,0.09389626755521856,0.8754875233634243,0.38320281440555026,0.39807942209669145,0.4125005644563393,0.4264801861063122,0.4400318047369713,2.0602947918018644,3
2021-06-23,15686.950195,-0.5454598562542144,0.32948176221705183,0.02663996045545573,0.09369837204448671,0.8756842236266428,0.3984796531417268,0.4129192009401142,0.4269166472652323,0.44048552811664266,0.45363896505673507,2.132439994520451,3
2021-06-24,15790.450195,0.6576170313575247,0.3343054392927606,0.026634245327917413,0.09382155105758001,0.875419898737556,0.4069257479391413,0.42104354721942083,0.43472710346175564,0.4479897733524295,0.46084450274542055,2.171530674718168,3
2021-06-25,15860.349609,0.4416920145643323,0.385348420805271,0.02656261382441593,0.0939672774139778,0.8754051111344607,0.3953661187818583,0.40981961273911155,0.4238304306993246,0.43741213077093366,0.45057785580989784,2.117006148801126,3
2021-06-28,15814.700195,-0.2882359831291294,0.01802653799029924,0.02651992076853649,0.09446490230403627,0.8748692721149549,0.383362371540825,0.3981261686893686,0.4124372218096416,0.42630941467104777,0.43975620528574,2.059991381996623,3
2021-06-29,15748.450195,-0.41979394625275956,-0.7641314329817996,0.026590781989058204,0.09499486180006067,0.8741707929587546,0.3836303229688931,0.3983921151345412,0.41269873710417515,0.42656422375276226,0.4400021771990898,2.0612875761594616,3
